id,age,gender,ethnicity,education,politics,c19vax_opinion,employment,politic_affil,vax_attitude,time_text,text,consp01,familiar_consp01,distr04,familiar_distr04,unwar03,familiar_unwar03,world02,familiar_world02,relig04,familiar_relig04,moral01,familiar_moral01,fears06,familiar_fears06,disto04,familiar_disto04,selfi05,familiar_selfi05,epist01,familiar_epist01,react04,familiar_react04,cmq01,cmq04,cmq05,yts_6,yts_7,yts_8,pseudo_1,pseudo_4,pseudo_6,populist_1,populist_2,populist_3,religion_2,religion_4,religion_5,MA1R,MA3,MA4R,GMA_5,GMA_6,GMA_8,risk_covid_1,risk_flu_1,risk_vax_covid_1,risk_vax_flu_1,self_1,self_5,self_6,ebs_pol_1,ebs_pol_2,ebs_pol_4,reactance_2,reactance_4,reactance_5,positive_comment,politic_affil_recode,spans,n_consp,n_distr,n_unwar,n_relig,n_moral,n_fears,n_disto,n_selfi,n_epist,n_react,n_world,n_spans,root_total,is_consp,is_distr,is_unwar,is_relig,is_moral,is_fears,is_disto,is_selfi,is_epist,is_react,is_world,lca_class
550,37,1,1,2,6,Against (I feel negatively about the vaccines),Full-Time,Independent,3,597.057,"I don't necessarily feel negative about vaccinating in general, just the covid vaccinations in particular. The reason(s) being a.) They were pushed through trials way too hastily. Typical trials take years to get approved and these were a matter of months. Many people that I know personally have experienced horrific side effects and even death. (Their death was ruled due to a different cause, but I believe wouldn't have otherwise happened if it weren't for the vaccine.  B.) I have read from multiple sources that this was not the intent for RNA delivery when researchers introduced/ discovered this technology. Many of whom believe it was a bad and dangerous idea. C.) I've had covid twice, and neither time was it any more significant than a common cold. I understand that it affects all people differently, but my body particularly had shown than I can withstand its ""wrath"", and do not think that a vaccination is necessary, or worth the risk.",5,1,4,0,5,1,4,0,2,0,2,0,3,1,2,1,4,0,2,1,6,1,8,7,10,2,2,3,4,2,1,5,4,4,5,5,4,3,3,2,4,3,2,60,60,85,35,6,3,6,1,3,1,2,4,3,0,Other,"[""I've had covid twice, and neither time was it any more significant than a common cold."", 'I have read from multiple sources that this was not the intent for RNA delivery when researchers introduced/ discovered this technology. Many of whom believe it was a bad and dangerous idea.', 'I understand that it affects all people differently, but my body particularly had shown than I can withstand its ""wrath"", and do not think that a vaccination is necessary, or worth the risk.', ""Many people that I know personally have experienced horrific side effects and even death. (Their death was ruled due to a different cause, but I believe wouldn't have otherwise happened if it weren't for the vaccine."", 'They were pushed through trials way too hastily. Typical trials take years to get approved and these were a matter of months.']",0,1,1,0,0,1,2,0,2,0,0,5,5,0,1,1,0,0,1,1,0,1,0,0,1
552,33,1,1,4,5,Against (I feel negatively about the vaccines),Full-Time,Independent,4,515.412,"I do not agree with the idea of giving one disease to fight a disease. Pharmaceutical companies only care about profits, the human body is quite resistant to fighting disease on its own with proper diet because the right foods do heal. These people are more concerned with with playing and weaponizing dangerous biological strains of viruses they themselves engineered,rather than finding the cures for the ones already existing. find the source of a problem instead of just applying band aids over and over again",7,0,7,0,7,0,6,0,4,0,4,0,6,0,7,0,4,0,4,0,6,0,11,8,11,4,4,4,3,3,3,5,5,5,5,1,1,3,2,3,1,1,1,50,30,90,70,2,2,2,5,5,3,3,5,5,0,Other,"['Pharmaceutical companies only care about profits,', 'the human body is quite resistant to fighting disease on its own with proper diet because the right foods do heal.', 'These people are more concerned with with playing and weaponizing dangerous biological strains of viruses they themselves engineered,rather than finding the cures for the ones already existing. find the source of a problem instead of just applying band aids over and over again', 'I do not agree with the idea of giving one disease to fight a disease.']",1,0,1,0,1,0,2,0,0,0,0,4,4,1,0,1,0,1,0,1,0,0,0,0,1
553,24,1,2,4,5,Against (I feel negatively about the vaccines),Full-Time,Independent,4,125.419,I feel that in general vaccination has been a good thing but the way it was handled with the covid situation in how it was rushed then forced on the populous and how speculation was silenced i feel was very bad if things had remained more transparent i would have a much better perception on the covid vaccine.,4,0,3,0,3,0,3,1,1,0,1,0,3,1,2,1,7,0,2,0,7,1,11,7,7,3,3,3,3,3,1,4,4,3,4,3,2,4,2,3,5,2,3,65,40,75,15,5,4,7,3,2,3,1,3,2,0,Other,"['speculation was silenced', 'it was rushed', 'if things had remained more transparent i would have a much better perception on the covid vaccine.', 'forced on the populous']",0,3,0,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,1,0,2
554,48,1,1,3,9,Against (I feel negatively about the vaccines),Full-Time,Independent,2,117.775,"WHile I took my vaccination because I wanted to be able to travel internationally, I don't think people should've been forced to take them when proper testing wasn't done and were fired for refusing to do so. It's my body and the government shouldn't force me to do something to my body that I don't want to.",7,0,7,0,5,0,5,0,3,0,3,0,4,0,3,0,7,0,5,0,7,0,10,6,11,2,2,2,4,3,1,5,5,5,4,3,2,4,3,3,2,1,4,1,1,82,29,6,2,6,5,5,5,2,4,5,0,Other,"[""It's my body and the government shouldn't force me to do something to my body that I don't want to."", ""I don't think people should've been forced to take them when proper testing wasn't done and were fired for refusing to do so.""]",0,1,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0,2
555,29,1,1,2,8,Against (I feel negatively about the vaccines),NA,Other,2,252.12,"Generally, I feel as though most vaccines can be helpful. I believe the process has become rushed these days where we are able to release a vaccine without much in the way of proper testing. I think the major vaccines for measles, mumps, and other longer-lived vaccines have had their time with research and testing enough for us to know longer term side effects from receiving these. The newer ones for flu strains and covid and other more minor sicknesses haven't undergone enough for us to know the true long term side effects. This is an opinion-based answer, only relative to the knowledge I currently have.",4,1,5,0,4,1,4,0,3,0,5,0,4,1,3,1,4,0,3,0,6,0,8,5,6,3,2,2,4,3,2,5,4,3,5,4,3,4,3,2,4,2,1,10,10,50,50,5,2,5,4,4,4,2,4,4,0,Other,"[""The newer ones for flu strains and covid and other more minor sicknesses haven't undergone enough for us to know the true long term side effects."", 'the process has become rushed these days where we are able to release a vaccine without much in the way of proper testing.']",0,2,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,3
556,25,1,1,2,6,Against (I feel negatively about the vaccines),Other,Other,1,922.113,"I feel strongly negative about vaccination for many reasons, one of which is the fact that it's pushed so heavily and for free, like other things with harmful side effects, such as pornography, which makes me wonder in what ways the pharmaceutical companies are profiting off the consumer.

     Another reason is because these companies have had major lawsuits in the past, such as Pfizer, for $2.3 billion dollars - the largest criminal fine ever imposed in the United States for any matter. Now they are back and pushing their product on the population again.",7,0,7,0,7,0,7,0,1,0,7,0,7,0,7,0,7,0,7,0,7,0,11,11,11,3,3,3,3,3,3,1,3,5,1,1,1,1,3,2,3,3,3,0,0,100,100,4,1,7,5,5,5,5,5,5,0,Other,"['these companies have had major lawsuits in the past, such as Pfizer, for $2.3 billion dollars - the largest criminal fine ever imposed in the United States for any matter.', 'Now they are back and pushing their product on the population again.', ""it's pushed so heavily and for free, like other things with harmful side effects, such as pornography, which makes me wonder in what ways the pharmaceutical companies are profiting off the consumer.""]",1,1,0,0,0,0,0,0,0,1,0,3,3,1,1,0,0,0,0,0,0,0,1,0,2
557,59,2,14,2,9,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,2,326.117,"First off, I have heard of way too many bad effects that the vaccine caused on people.  A lot of people died from the vaccine.  I realize too many people also die and have died from Covid.  However, Iâ€™d rather trust that my own immune system would fight for me, rather than man made chemicals put into my system that hasnâ€™t really been studied for very long.  Also, the vaccine does not prevent a person from getting Covid.  Almost everyone that has gotten the vaccine, has also gotten Covid.  And some, have gotten very ill.",6,1,7,1,6,1,6,1,5,1,5,0,5,1,6,1,6,1,5,1,7,1,9,6,9,2,2,3,3,3,3,4,4,3,5,5,5,2,2,2,4,3,4,70,70,80,70,4,3,2,3,3,3,2,4,3,0,Republican,"['A lot of people died from the vaccine.', ""I'd rather trust that my own immune system would fight for me, rather than man made chemicals put into my system that hasn't really been studied for very long."", 'the vaccine does not prevent a person from getting Covid.  Almost everyone that has gotten the vaccine, has also gotten Covid.  And some, have gotten very ill.', 'I have heard of way too many bad effects that the vaccine caused on people.']",0,1,1,0,0,2,0,0,2,0,0,4,4,0,1,1,0,0,1,0,0,1,0,0,3
558,58,2,1,6,6,Against (I feel negatively about the vaccines),Part-Time,Independent,5,358.535,"I am a strong believer in vaccination. I am aware of the first vaccination for smallpox, for example, using cowpox; as I've heard it during reign of Napoleon, though it could have been earlier. I have heard the more recent tale of Polio, which was a scourge to the whole world until it was essentially wiped out by vaccination nearly everywhere. However there have also been failures, such as Gardasil, as I understand it; also there is a report that some cancers in the cohort that was vaccinated up to 1966 had a simian cancer virus in the polio vaccines. I haven't read any reports that this was untrue. And finally; the COVID vaccine, which is highly  controversial and was not tested over time but instead in a very short timeframe. Aside from all the hubbub online; a year or two does not seem long enough to see the effects of a new vaccine",3,1,2,0,2,0,2,1,1,1,2,0,2,1,3,0,5,1,3,0,5,1,10,6,10,1,1,1,3,1,2,5,5,3,5,4,3,2,2,1,1,4,2,29,30,70,51,2,2,2,4,1,1,2,4,4,0,Other,"['there is a report that some cancers in the cohort that was vaccinated up to 1966 had a simian cancer virus in the polio vaccines.', 'the COVID vaccine, which is highly  controversial and was not tested over time but instead in a very short timeframe.', 'a year or two does not seem long enough to see the effects of a new vaccine']",0,2,1,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,3
560,62,2,1,5,7,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,2,529.148,"My negative feeling about vaccines stems from COVID 19. With regard to COVID, the media has caused mass confusion about the efficacy of vaccines. Frankly, my belief is that the FDA did not adequately test the COVID 19 vaccines. Sadly, Iâ€™m a mother who fully vaccinated her children and regularly got my flu vaccine. It will be interesting to see if my feeling have permanently changed.  FYI, I recently refused the Shingles vaccine suggested by physician.",5,0,3,0,6,0,3,0,2,0,4,0,3,0,5,0,5,0,3,0,7,0,9,5,8,1,1,1,2,3,3,5,2,2,4,4,3,3,2,1,2,1,1,30,30,80,60,1,1,6,3,3,3,2,4,3,0,Republican,"['the media has caused mass confusion about the efficacy of vaccines.', 'the FDA did not adequately test the COVID 19 vaccines.']",0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3
561,62,1,1,6,7,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Republican,5,1105.723,"I believe that some vaccinations are absolutely necessary. That being said, they need to have been through studies to test their efficacy. For instance, the polio vaccine nearly eradicated polio in the United States. I had a cousin whose mother did not get him vaccinated, he contracted polio, and lived a very difficult 45 years before dying of the complications. People should receive the polio vaccine.

I am slightly positive about vaccination because I do not believe everyone should have every vaccine. The only reason I got vaccinated for COVID was because the government mandated it and it was required for me to travel internationally. My understanding of the COVID vaccine is that it was approved on an emergency basis and was not fully tested before being forced on the general public. I would not have taken such a vaccine if I had the choice to travel without it.

I believe it was 100% wrong that some people were fired from their employment for refusing the COVID vaccine. The big argument about Roe v. Wade has been ""my body, my choice"", but that did not apply to the COVID vaccine. 

I believe a large number of people who ordinarily would support vaccines have been soured on them and now may not get vaccines as they have in the past. I am one of those people. I declined a flu vaccine this year despite receiving one for many years prior. I simply do not trust vaccines right now. I may feel differently in the future, but not for now.",6,0,5,0,4,0,5,0,2,0,3,0,3,0,4,0,6,0,3,0,6,0,8,7,7,1,1,1,2,2,3,5,2,2,5,5,5,3,2,3,2,1,1,25,25,35,20,2,2,6,1,4,1,2,5,4,0,Republican,"['The big argument about Roe v. Wade has been ""my body, my choice"", but that did not apply to the COVID vaccine.', 'My understanding of the COVID vaccine is that it was approved on an emergency basis and was not fully tested before being forced on the general public.', 'it was 100% wrong that some people were fired from their employment for refusing the COVID vaccine.']",0,1,0,0,0,0,0,0,0,3,0,3,2,0,1,0,0,0,0,0,0,0,1,0,2
